id_number,pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_1,egg_type_2,percentage_male,egg_cycles
915,787,Tapu Bulu,7,Sub Legendary,Land Spirit Pokémon,Grass,Fairy,1.9,45.5,Grassy Surge,,Telepathy,70,130,115,85,95,75,3,70,257,Slow,Undiscovered,,,15
916,788,Tapu Fini,7,Sub Legendary,Land Spirit Pokémon,Water,Fairy,1.3,21.2,Misty Surge,,Telepathy,70,75,115,95,130,85,3,70,257,Slow,Undiscovered,,,15
917,789,Cosmog,7,Legendary,Nebula Pokémon,Psychic,,0.2,0.1,Unaware,,,43,29,31,29,31,37,45,0,40,Slow,Undiscovered,,,120
918,790,Cosmoem,7,Legendary,Protostar Pokémon,Psychic,,0.1,999.9,Sturdy,,,43,29,131,29,131,37,45,0,140,Slow,Undiscovered,,,120
919,791,Solgaleo,7,Legendary,Sunne Pokémon,Psychic,Steel,3.4,230,Full Metal Body,,,137,137,107,113,89,97,45,0,306,Slow,Undiscovered,,,120
920,792,Lunala,7,Legendary,Moone Pokémon,Psychic,Ghost,4,120,Shadow Shield,,,137,113,89,137,107,97,45,0,306,Slow,Undiscovered,,,120
921,793,Nihilego,7,Sub Legendary,Parasite Pokémon,Rock,Poison,1.2,55.5,Beast Boost,,,109,53,47,127,131,103,45,0,257,Slow,Undiscovered,,,120
922,794,Buzzwole,7,Sub Legendary,Swollen Pokémon,Bug,Fighting,2.4,333.6,Beast Boost,,,107,139,139,53,53,79,45,0,257,Slow,Undiscovered,,,120
923,795,Pheromosa,7,Sub Legendary,Lissome Pokémon,Bug,Fighting,1.8,25,Beast Boost,,,71,137,37,137,37,151,45,0,257,Slow,Undiscovered,,,120
924,796,Xurkitree,7,Sub Legendary,Glowing Pokémon,Electric,,3.8,100,Beast Boost,,,83,89,71,173,71,83,45,0,257,Slow,Undiscovered,,,120
925,797,Celesteela,7,Sub Legendary,Launch Pokémon,Steel,Flying,9.2,999.9,Beast Boost,,,97,101,103,107,101,61,45,0,257,Slow,Undiscovered,,,120
926,798,Kartana,7,Sub Legendary,Drawn Sword Pokémon,Grass,Steel,0.3,0.1,Beast Boost,,,59,181,131,59,31,109,45,0,257,Slow,Undiscovered,,,120
927,799,Guzzlord,7,Sub Legendary,Junkivore Pokémon,Dark,Dragon,5.5,888,Beast Boost,,,223,101,53,97,53,43,45,0,257,Slow,Undiscovered,,,120
928,800,Necrozma,7,Legendary,Prism Pokémon,Psychic,,2.4,230,Prism Armor,,,97,107,101,127,89,79,255,0,270,Slow,Undiscovered,,,120
929,800,Dusk Mane Necrozma,7,Legendary,Prism Pokémon,Psychic,Steel,3.8,460,Prism Armor,,,97,157,127,113,109,77,3,0,306,Slow,Undiscovered,,,120
930,800,Dawn Wings Necrozma,7,Legendary,Prism Pokémon,Psychic,Ghost,4.2,350,Prism Armor,,,97,113,109,157,127,77,3,0,306,Slow,Undiscovered,,,120
931,800,Ultra Necrozma,7,Legendary,Prism Pokémon,Psychic,Dragon,7.5,230,Neuroforce,,,97,167,97,167,97,129,3,0,339,Slow,Undiscovered,,,120
932,801,Magearna,7,Mythical,Artificial Pokémon,Steel,Fairy,1,80.5,Soul-Heart,,,80,95,115,130,115,65,3,0,270,Slow,Undiscovered,,,120
933,802,Marshadow,7,Mythical,Gloomdweller Pokémon,Fighting,Ghost,0.7,22.2,Technician,,,90,125,80,90,90,125,3,0,270,Slow,Undiscovered,,,120
934,803,Poipole,7,Sub Legendary,Poison Pin Pokémon,Poison,,0.6,1.8,Beast Boost,,,67,73,67,73,67,73,45,0,189,Slow,Undiscovered,,,120
935,804,Naganadel,7,Sub Legendary,Poison Pin Pokémon,Poison,Dragon,3.6,150,Beast Boost,,,73,73,73,127,73,121,45,0,243,Slow,Undiscovered,,,120
936,805,Stakataka,7,Sub Legendary,Rampart Pokémon,Rock,Steel,5.5,820,Beast Boost,,,61,131,211,53,101,13,30,0,257,Slow,Undiscovered,,,120
937,806,Blacephalon,7,Sub Legendary,Fireworks Pokémon,Fire,Ghost,1.8,13,Beast Boost,,,53,127,53,151,79,107,30,0,257,Slow,Undiscovered,,,120
938,807,Zeraora,7,Mythical,Thunderclap Pokémon,Electric,,1.5,44.5,Volt Absorb,,,88,112,75,102,80,143,3,0,270,Slow,Undiscovered,,,120
939,808,Meltan,7,Mythical,Hex Nut Pokémon,Steel,,0.2,8,Magnet Pull,,,46,65,65,55,35,34,,,,Slow,Undiscovered,,,120
940,809,Melmetal,7,Mythical,Hex Nut Pokémon,Steel,,2.5,800,Iron Fist,,,135,143,143,80,65,34,,,,Slow,Undiscovered,,,120
941,810,Grookey,8,Normal,Chimp Pokémon,Grass,,0.3,5,Overgrow,,Grassy Surge,50,65,50,40,40,65,,,,Medium Slow,Field,Grass,,20
942,811,Thwackey,8,Normal,Beat Pokémon,Grass,,0.7,14,Overgrow,,Grassy Surge,70,85,70,55,60,80,,,,Medium Slow,Field,Grass,,20
943,812,Rillaboom,8,Normal,Drummer Pokémon,Grass,,2.1,90,Overgrow,,Grassy Surge,100,125,90,60,70,85,,,,Medium Slow,Field,Grass,,20
944,813,Scorbunny,8,Normal,Rabbit Pokémon,Fire,,0.3,4.5,Blaze,,Libero,50,71,40,40,40,69,,,,Medium Slow,Field,Human-Like,,20
945,814,Raboot,8,Normal,Rabbit Pokémon,Fire,,0.6,9,Blaze,,Libero,65,86,60,55,60,94,,,,Medium Slow,Field,Human-Like,,20
946,815,Cinderace,8,Normal,Striker Pokémon,Fire,,1.4,33,Blaze,,Libero,80,116,75,65,75,119,,,,Medium Slow,Field,Human-Like,,20
947,816,Sobble,8,Normal,Water Lizard Pokémon,Water,,0.3,4,Torrent,,Sniper,50,40,40,70,40,70,,,,Medium Slow,Field,Water 1,,20
948,817,Drizzile,8,Normal,Water lizard Pokémon,Water,,0.7,11.5,Torrent,,Sniper,65,60,55,95,55,90,,,,Medium Slow,Field,Water 1,,20
949,818,Inteleon,8,Normal,Secret Agent Pokémon,Water,,1.9,45.2,Torrent,,Sniper,70,85,65,125,65,120,,,,Medium Slow,Field,Water 1,,20
950,819,Skwovet,8,Normal,Cheeky Pokémon,Normal,,0.3,2.5,Cheek Pouch,,Gluttony,70,55,55,35,35,25,,,,Medium Fast,Field,,,20
951,820,Greedent,8,Normal,Greedy Pokémon,Normal,,0.6,6,Cheek Pouch,,Gluttony,120,95,95,55,75,20,,,,Medium Fast,Field,,,20
952,821,Rookidee,8,Normal,Tiny Bird Pokémon,Flying,,0.2,1.8,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,,,,Medium Slow,Flying,,,15
953,822,Corvisquire,8,Normal,Raven Pokémon,Flying,,0.8,16,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,,,,Medium Slow,Flying,,,15
954,823,Corviknight,8,Normal,Raven Pokémon,Flying,Steel,2.2,75,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,,,,Medium Slow,Flying,,,15
955,824,Blipbug,8,Normal,Larva Pokémon,Bug,,0.4,8,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45,,,,Medium Fast,Bug,,,15
956,825,Dottler,8,Normal,Radome Pokémon,Bug,Psychic,0.4,19.5,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30,,,,Medium Fast,Bug,,,15
957,826,Orbeetle,8,Normal,Seven Spot Pokémon,Bug,Psychic,0.4,40.8,Swarm,Frisk,Telepathy,60,45,110,80,120,90,,,,Medium Fast,Bug,,,15
958,827,Nickit,8,Normal,Fox Pokémon,Dark,,0.6,8.9,Run Away,Unburden,Stakeout,40,28,28,47,52,50,,,,Fast,Field,,,15
959,828,Thievul,8,Normal,Fox Pokémon,Dark,,1.2,19.9,Run Away,Unburden,Stakeout,70,58,58,87,92,90,,,,Fast,Field,,,15
960,829,Gossifleur,8,Normal,Flowering Pokémon,Grass,,0.4,2.2,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,,,,Medium Fast,Grass,,,20
961,830,Eldegoss,8,Normal,Cotton Bloom Pokémon,Grass,,0.5,2.5,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,,,,Medium Fast,Grass,,,20
962,831,Wooloo,8,Normal,Sheep Pokémon,Normal,,0.6,6,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,,,,Medium Fast,Field,,,15
963,832,Dubwool,8,Normal,Sheep Pokémon,Normal,,1.3,43,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,,,,Medium Fast,Field,,,15
964,833,Chewtle,8,Normal,Snapping Pokémon,Water,,0.3,8.5,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,,,,Medium Fast,Monster,Water 1,,20
965,834,Drednaw,8,Normal,Bite Pokémon,Water,Rock,1,115.5,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,,,,Medium Fast,Monster,Water 1,,20
966,835,Yamper,8,Normal,Puppy Pokémon,Electric,,0.3,13.5,Ball Fetch,,Rattled,59,45,50,40,50,26,,,,Fast,Field,,,20
967,836,Boltund,8,Normal,Dog Pokémon,Electric,,1,34,Strong Jaw,,Competitive,69,90,60,90,60,121,,,,Fast,Field,,,20
968,837,Rolycoly,8,Normal,Coal Pokémon,Rock,,0.3,12,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,,,,Medium Slow,Mineral,,,15
969,838,Carkol,8,Normal,Coal Pokémon,Rock,Fire,1.1,78,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,,,,Medium Slow,Mineral,,,15
970,839,Coalossal,8,Normal,Coal Pokémon,Rock,Fire,2.8,310.5,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,,,,Medium Slow,Mineral,,,15
971,840,Applin,8,Normal,Apple Core Pokémon,Grass,Dragon,0.2,0.5,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,,,,Erratic,Dragon,Grass,,20
972,841,Flapple,8,Normal,Apple Wing Pokémon,Grass,Dragon,0.3,1,Ripen,Gluttony,Hustle,70,110,80,95,60,70,,,,Erratic,Dragon,Grass,,20
973,842,Appletun,8,Normal,Apple Nectar Pokémon,Grass,Dragon,0.4,13,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,,,,Erratic,Dragon,Grass,,20
974,843,Silicobra,8,Normal,Sand Snake Pokémon,Ground,,2.2,7.6,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,,,,Medium Fast,Dragon,Field,,20
975,844,Sandaconda,8,Normal,Sand Snake Pokémon,Ground,,3.8,65.5,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,,,,Medium Fast,Dragon,Field,,20
976,845,Cramorant,8,Normal,Gulp Pokémon,Flying,Water,0.8,18,Gulp Missile,,,70,85,55,85,95,85,,,,Medium Fast,Flying,Water 1,,20
977,846,Arrokuda,8,Normal,Rush Pokémon,Water,,0.5,1,Swift Swim,,Propeller Tail,41,63,40,40,30,66,,,,Slow,Water 2,,,20
978,847,Barraskewda,8,Normal,Skewer Pokémon,Water,,1.3,30,Swift Swim,,Propeller Tail,61,123,60,60,50,136,,,,Slow,Water 2,,,20
979,848,Toxel,8,Normal,Baby Pokémon,Electric,Poison,0.4,11,Rattled,Static,Klutz,40,38,35,54,35,40,,,,Medium Slow,Undiscovered,,,25
980,849,Toxtricity Low Key Form,8,Normal,Punk Pokémon,Electric,Poison,1.6,40,Punk Rock,Minus,Technician,75,98,70,114,70,75,,,,Medium Slow,Human-Like,,,25
981,849,Toxtricity Amped Form,8,Normal,Punk Pokémon,Electric,Poison,1.6,40,Punk Rock,Plus,Technician,75,98,70,114,70,75,,,,Medium Slow,Human-Like,,,25
982,850,Sizzlipede,8,Normal,Radiator Pokémon,Fire,Bug,0.7,1,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,,,,Medium Fast,Bug,,,20
983,851,Centiskorch,8,Normal,Radiator Pokémon,Fire,Bug,3,120,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,,,,Medium Fast,Bug,,,20
984,852,Clobbopus,8,Normal,Tantrum Pokémon,Fighting,,0.6,4,Limber,,Technician,50,68,60,50,50,32,,,,Medium Slow,Human-Like,Water 1,,25
985,853,Grapploct,8,Normal,Tantrum Pokémon,Fighting,,1.6,39,Limber,,Technician,80,118,90,70,80,42,,,,Medium Slow,Human-Like,Water 1,,25
986,854,Sinistea,8,Normal,Black Tea Pokémon,Ghost,,0.1,0.2,Weak Armor,,Cursed Body,40,45,45,74,54,50,,,,Medium Fast,Amorphous,Mineral,,20
987,855,Polteageist,8,Normal,Black Tea Pokémon,Ghost,,0.2,0.4,Weak Armor,,Cursed Body,60,65,65,134,114,70,,,,Medium Fast,Amorphous,Mineral,,20
988,856,Hatenna,8,Normal,Calm Pokémon,Psychic,,0.4,3.4,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,,,,Slow,Fairy,,,20
989,857,Hattrem,8,Normal,Serene Pokémon,Psychic,,0.6,4.8,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,,,,Slow,Fairy,,,20
990,858,Hatterene,8,Normal,Silent Pokémon,Psychic,Fairy,2.1,5,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,,,,Slow,Fairy,,,20
991,859,Impidimp,8,Normal,Wily Pokémon,Dark,Fairy,0.4,5.5,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,,,,Medium Fast,Fairy,Human-Like,,20
992,860,Morgrem,8,Normal,Devious Pokémon,Dark,Fairy,0.8,12.5,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,,,,Medium Fast,Fairy,Human-Like,,20
993,861,Grimmsnarl,8,Normal,Bulk Up Pokémon,Dark,Fairy,1.5,61,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,,,,Medium Fast,Fairy,Human-Like,,20
994,862,Obstagoon,8,Normal,Blocking Pokémon,Dark,Normal,1.6,46,Reckless,Guts,Defiant,93,90,101,60,81,95,,,,Medium Fast,Field,,,15
995,863,Perrserker,8,Normal,Viking Pokémon,Steel,,0.8,28,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,,,,Medium Fast,Field,,,20
996,864,Cursola,8,Normal,Coral Pokémon,Ghost,,1,0.4,Weak Armor,,Perish Body,60,95,50,145,130,30,,,,Fast,Water 1,Water 3,,20
997,865,Sirfetch'd,8,Normal,Wild Duck Pokémon,Fighting,,0.8,117,Steadfast,,Scrappy,62,135,95,68,82,65,,,,Medium Fast,Field,Flying,,20
998,866,Mr. Rime,8,Normal,Comedian Pokémon,Psychic,Ice,1.5,58.2,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,,,,Medium Fast,Human-Like,,,25
999,867,Runerigus,8,Normal,Grudge Pokémon,Ground,Ghost,1.6,66.6,Wandering Spirit,,,58,95,145,50,105,30,,,,Medium Fast,Amorphous,Mineral,,25
1000,868,Milcery,8,Normal,Cream Pokémon,Fairy,,0.2,0.3,Sweet Veil,,Aroma Veil,45,40,40,50,61,34,,,,Medium Fast,Amorphous,Fairy,,20
1001,869,Alcremie,8,Normal,Cream Pokémon,Fairy,,0.3,0.5,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,,,,Medium Fast,Amorphous,Fairy,,20
1002,870,Falinks,8,Normal,Formation Pokémon,Fighting,,3,62,Battle Armor,,Defiant,65,100,100,70,60,75,,,,Medium Fast,Fairy,Mineral,,25
1003,871,Pincurchin,8,Normal,Sea Urchin Pokémon,Electric,,0.3,1,Lightning Rod,,Electric Surge,48,101,95,91,85,15,,,,Medium Fast,Amorphous,Water 1,,20
1004,872,Snom,8,Normal,Worm Pokémon,Ice,Bug,0.3,3.8,Shield Dust,,Ice Scales,30,25,35,45,30,20,,,,Medium Fast,Bug,,,20
1005,873,Frosmoth,8,Normal,Frost Moth Pokémon,Ice,Bug,1.3,42,Shield Dust,,Ice Scales,70,65,60,125,90,65,,,,Medium Fast,Bug,,,20
1006,874,Stonjourner,8,Normal,Big Rock Pokémon,Rock,,2.5,520,Power Spot,,,100,125,135,20,20,70,,,,Slow,Mineral,,,25
1007,875,Eiscue Ice Face,8,Normal,Penguin Pokémon,Ice,,1.4,89,Ice Face,,,75,80,110,65,90,50,,,,Slow,Field,Water 1,,25
1008,875,Eiscue Noice Face,8,Normal,Penguin Pokémon,Ice,,1.4,89,Ice Face,,,75,80,70,65,50,130,,,,Slow,Field,Water 1,,25
1009,876,Indeedee Male,8,Normal,Emotion Pokémon,Psychic,Normal,0.9,28,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95,,,,Fast,Fairy,,,40
1010,876,Indeedee Female,8,Normal,Emotion Pokémon,Psychic,Normal,0.9,28,Own Tempo,Synchronize,Psychic Surge,70,55,65,95,105,85,,,,Fast,Fairy,,,40
1011,877,Morpeko Full Belly Mode,8,Normal,Two-Sided Pokémon,Electric,Dark,0.3,3,Hunger Switch,,,58,95,58,70,58,97,,,,Medium Fast,Fairy,Field,,10
1012,877,Morpeko Hangry Mode,8,Normal,Two-Sided Pokémon,Electric,Dark,0.3,3,Hunger Switch,,,58,95,58,70,58,97,,,,Medium Fast,Fairy,Field,,10
1013,878,Cufant,8,Normal,Copperderm Pokémon,Steel,,1.2,100,Sheer Force,,Heavy Metal,72,80,49,40,49,40,,,,Medium Fast,Field,Mineral,,25
1014,879,Copperajah,8,Normal,Copperderm Pokémon,Steel,,3,650,Sheer Force,,Heavy Metal,122,130,69,80,69,30,,,,Medium Fast,Field,Mineral,,25
1015,880,Dracozolt,8,Normal,Fossil Pokémon,Electric,Dragon,1.8,190,Volt Absorb,Hustle,Sand Rush,90,100,90,80,70,75,,,,Slow,Undiscovered,,,35
1016,881,Arctozolt,8,Normal,Fossil Pokémon,Electric,Ice,2.3,150,Volt Absorb,Static,Slush Rush,90,100,90,90,80,55,,,,Slow,Undiscovered,,,35
1017,882,Dracovish,8,Normal,Fossil Pokémon,Water,Dragon,2.3,215,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75,,,,Slow,Undiscovered,,,35
1018,883,Arctovish,8,Normal,Fossil Pokémon,Water,Ice,2,175,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55,,,,Slow,Undiscovered,,,35
1019,884,Duraludon,8,Normal,Alloy Pokémon,Steel,Dragon,1.8,40,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,,,,Medium Fast,Dragon,Mineral,,30
1020,885,Dreepy,8,Normal,Lingering Pokémon,Dragon,Ghost,0.5,2,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82,,,,Slow,Amorphous,Dragon,,40
1021,886,Drakloak,8,Normal,Caretaker Pokémon,Dragon,Ghost,1.4,11,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102,,,,Slow,Amorphous,Dragon,,40
1022,887,Dragapult,8,Normal,Stealth Pokémon,Dragon,Ghost,3,50,Clear Body,Infiltrator,Cursed Body,88,120,75,100,75,142,,,,Slow,Amorphous,Dragon,,40
1023,888,Zacian Crowned Sword,8,Legendary,Warrior Pokémon,Fairy,Steel,2.8,355,Intrepid Sword,,,92,170,115,80,115,148,,,,Slow,Undiscovered,,,120
1024,888,Zacian Hero of Many Battles,8,Legendary,Warrior Pokémon,Fairy,,2.8,110,Intrepid Sword,,,92,130,115,80,115,138,,,,Slow,Undiscovered,,,120
1025,889,Zamazenta Crowned Shield,8,Legendary,Warrior Pokémon,Fighting,Steel,2.9,785,Dauntless Shield,,,92,130,145,80,145,128,,,,Slow,Undiscovered,,,120
1026,889,Zamazenta Hero of Many Battles,8,Legendary,Warrior Pokémon,Fighting,,2.9,210,Dauntless Shield,,,92,130,115,80,115,138,,,,Slow,Undiscovered,,,120
1027,890,Eternatus,8,Legendary,Gigantic Pokémon,Poison,Dragon,20,950,Pressure,,,140,85,95,145,95,130,,,,Slow,Undiscovered,,,120
1028,890,Eternatus Eternamax,8,Legendary,Gigantic Pokémon,Poison,Dragon,100,,,,,255,115,250,125,250,130,,,,Slow,Undiscovered,,,120
